洋芋	洋芋 洋芋片
洗手	洗手 洗手間
洗滌	洗滌 洗滌劑
洗衣	洗衣 洗衣機 洗衣粉
洞燭	洞燭 洞燭其奸
津津	津津 津津有味
活到	活到 活到老
浪子	浪子 浪子回頭金不換
海裡	海裡 海裡撈針
消費	消費 消費者
深入	深入 深入人心
深居	深居 深居簡出
深情	深情 深情厚誼
清明	清明 清明節
清潔	清潔 清潔工
清真	清真 清真寺
游泳	游泳 游泳池
渾水	渾水 渾水摸魚
源源	源源 源源不斷
源自	源自 源自於
準決	準決 準決賽
溫度	溫度 溫度計
滄海	滄海 滄海一粟
滔滔	滔滔 滔滔不絕
滿打	滿打 滿打滿算
演唱	演唱 演唱會
演播	演播 演播室
演藝	演藝 演藝圈
潑冷	潑冷 潑冷水
潛水	潛水 潛水艇
潛移	潛移 潛移默化
激濁	激濁 激濁揚清
瀏覽	瀏覽 瀏覽器
火上	火上 火上加油
火中	火中 火中取栗 火中區栗
火冒	火冒 火冒三丈
火燒	火燒 火燒眉毛
火車	火車 火車站
炊沙	炊沙 炊沙作飯
炮風	炮風 炮風烹龍
為人	為人 為人作嫁
為什	為什 為什麼
為善	為善 為善最樂
為所	為所 為所欲為
為敵	為敵 為敵續槊
為虎	為虎 為虎作倀
無中	無中 無中生有
無動	無動 無動於衷
無可	無可 無可厚非 無可奈何 無可奉告
無名	無名 無名小卒
無家	無家 無家可歸
無師	無師 無師不通
無形	無形 無形中
無微	無微 無微不至
無情	無情 無情無義
無惡	無惡 無惡不作
無憂	無憂 無憂無慮
無所	無所 無所事事 無所作為 無所謂
無條	無條 無條件
無法	無法 無法無天
無濟	無濟 無濟於事
無理	無理 無理取鬧
無病	無病 無病呻吟
無窮	無窮 無窮無盡
無精	無精 無精打采
無線	無線 無線電
無能	無能 無能為力
無話	無話 無話可說
無論	無論 無論如何
無足	無足 無足輕重
無關	無關 無關緊要
無風	無風 無風不起浪
然若	然若 然若失
煞有	煞有 煞有介事
煞車	煞車 煞車那
照方	照方 照方子抓藥
照相	照相 照相機
照葫	照葫 照葫蘆畫瓢
照貓	照貓 照貓畫虎
煽風	煽風 煽風點火
熙熙	熙熙 熙熙攘攘
熟能	熟能 熟能生巧
熟視	熟視 熟視無睹
熱氣	熱氣 熱氣球
熱水	熱水 熱水器
熱淚	熱淚 熱淚盈眶
熱騰	熱騰 熱騰騰
爭先	爭先 爭先恐後
爭分	爭分 爭分奪秒
牛仔	牛仔 牛仔褲
牛死	牛死 牛死留皮
牛頭	牛頭 牛頭不對馬嘴 牛頭馬面
物上	物上 物上其類
物以	物以 物以稀為貴 物以類聚
物美	物美 物美價廉
牽一	牽一 牽一發而動全身
狂歡	狂歡 狂歡節
狐假	狐假 狐假虎威
狐死	狐死 狐死首丘
狗仗	狗仗 狗仗人勢
狗咬	狗咬 狗咬破衣人 狗咬耗子
狗急	狗急 狗急跳牆
狗膽	狗膽 狗膽包天
狗頭	狗頭 狗頭軍師
猶豫	猶豫 猶豫不決
獎學	獎學 獎學金
獨不	獨不 獨不勝眾
獨慧	獨慧 獨慧不知眾智
獨木	獨木 獨木不成林
獨食	獨食 獨食獨生瘡
玉不	玉不 玉不琢
王孫	王孫 王孫公子
玩意	玩意 玩意兒
班主	班主 班主任
班門	班門 班門弄斧
理屈	理屈 理屈詞窮
理所	理所 理所當然
理直	理直 理直氣壯
瓜田	瓜田 瓜田李下
甚至	甚至 甚至於
生之	生之 生之英
生命	生命 生命線
生寄	生寄 生寄死歸
生活	生活 生活費
用不	用不 用不著
用得	用得 用得著
由此	由此 由此可見 由此看來
男孩	男孩 男孩兒
畏縮	畏縮 畏縮不前
留學	留學 留學生
畢業	畢業 畢業生
畫蛇	畫蛇 畫蛇添足
異口	異口 異口同聲
異想	異想 異想天開
當事	當事 當事人
當務	當務 當務之急
當面	當面 當面是人
疲憊	疲憊 疲憊不堪
疾風	疾風 疾風勁草
病從	病從 病從口入
病急	病急 病急亂投醫
瘌蛤	瘌蛤 瘌蛤蟆想吃天鵝肉
瘦人	瘦人 瘦人是飯王
瘦死	瘦死 瘦死的駱駝比馬大
瘸雞	瘸雞 瘸雞隻吃磐邊谷
癩蛤	癩蛤 癩蛤蟆想吃天鵝肉
登機	登機 登機證
發言	發言 發言人
白狗	白狗 白狗偷吃
白紙	白紙 白紙黑字
白龍	白龍 白龍魚服
百分	百分 百分點
百川	百川 百川歸海
百無	百無 百無一失
百聞	百聞 百聞不如一見
百萬	百萬 百萬頭
百足	百足 百足之蟲
百里	百里 百里挑一
皇天	皇天 皇天不負苦心人
皮之	皮之 皮之不存
皮肉	皮肉 皮肉生涯
盛氣	盛氣 盛氣凌人
盡可	盡可 盡可能
目不	目不 目不轉睛
目中	目中 目中無人
目的	目的 目的地
目瞪	目瞪 目瞪口呆
目空	目空 目空一切
盲人	盲人 盲人摸像
直升	直升 直升機
相依	相依 相依為命
相對	相對 相對而言
相形	相形 相形見絀
相提	相提 相提並論
相比	相比 相比之下
相當	相當 相當於
相輔	相輔 相輔相成
盼母	盼母 盼母市歸
省食	省食 省食儉穿
眉來	眉來 眉來眉去
眉開	眉開 眉開眼笑
看上	看上 看上去
看不	看不 看不起
看始	看始 看始無終
看得	看得 看得出 看得見 看得起
看熱	看熱 看熱鬧
看菜	看菜 看菜吃飯
看起	看起 看起來
看風	看風 看風搖旗
真是	真是 真是的
真金	真金 真金不怕火煉
真錢	真錢 真錢買假貨
眼不	眼不 眼不見
眼高	眼高 眼高手低
眾口	眾口 眾口難調 眾口一詞
眾志	眾志 眾志成城
眾所	眾所 眾所周知
睜一	睜一 睜一隻眼閉一隻眼
瞎狗	瞎狗 瞎狗碰上死老鼠
瞎說	瞎說 瞎說八道
瞎貓	瞎貓 瞎貓碰上死耗子
瞧不	瞧不 瞧不起
知子	知子 知子莫若父
知己	知己 知己知彼
知無	知無 知無不言
知識	知識 知識只能循序漸進 知識使人謙虛 知識分子
知足	知足 知足常樂
石沉	石沉 石沉大海
研究	研究 研究所 研究生
破口	破口 破口大罵
破釜	破釜 破釜沉舟
破鏡	破鏡 破鏡重圓
碩果	碩果 碩果僅存
碰釘	碰釘 碰釘子
磁碟	磁碟 磁碟算
磨洋	磨洋 磨洋工
礙了	礙了 礙了面皮
礦泉	礦泉 礦泉水
社會	社會 社會主義
禁不	禁不 禁不住
禍中	禍中 禍中有福
福不	福不 福不雙降
禮尚	禮尚 禮尚往來
禮拜	禮拜 禮拜天
禮輕	禮輕 禮輕情意重
私家	私家 私家車
私房	私房 私房錢
科學	科學 科學研究
秤砣	秤砣 秤砣雖小壓千斤
移花	移花 移花接木
種瓜	種瓜 種瓜得瓜
種種	種種 種種個別
稱心	稱心 稱心如意
穆斯	穆斯 穆斯林
積土	積土 積土為山
積財	積財 積財千萬
穩如	穩如 穩如泰山
空前	空前 空前絕後
空蕩	空蕩 空蕩蕩
突如	突如 突如其來
突破	突破 突破口
立方	立方 立方米
竭盡	竭盡 竭盡全力
端午	端午 端午節
笑裡	笑裡 笑裡藏刀
笑話	笑話 笑話兒
笨口	笨口 笨口拙舌
笨鳥	笨鳥 笨鳥先飛
筆記	筆記 筆記本
答非	答非 答非所問
管萬	管萬 管萬家事
箭在	箭在 箭在弦上
節食	節食 節食縮食
築室	築室 築室道謀
簡體	簡體 簡體字
粉紅	粉紅 粉紅色
精打	精打 精打細算
精疲	精疲 精疲力竭
精益	精益 精益求精
精神	精神 精神病
糖尿	糖尿 糖尿病
糖葫	糖葫 糖葫蘆
糖衣	糖衣 糖衣砲彈
約定	約定 約定俗成
納悶	納悶 納悶兒
納稅	納稅 納稅人
紐扣	紐扣 紐扣兒
紙上	紙上 紙上談兵
紙包	紙包 紙包不住針
素不	素不 素不相識
絕大	絕大 絕大多數
絡繹	絡繹 絡繹不絕
統籌	統籌 統籌兼顧
經一	經一 經一事長一智
經久	經久 經久不息
綜上	綜上 綜上所述
維生	維生 維生素
網路	網路 網路攝影機 網路上
網際	網際 網際網路
緊接	緊接 緊接著
編戽	編戽 編戽竭海
緩急	緩急 緩急輕重
縱橫	縱橫 縱橫交錯
縱虎	縱虎 縱虎歸山
總的	總的 總的來說
總經	總經 總經理
總而	總而 總而言之
繁體	繁體 繁體字
繫領	繫領 繫領帶
繼往	繼往 繼往開來
罪有	罪有 罪有應得
罪魁	罪魁 罪魁禍首
置若	置若 置若罔聞
罵大	罵大 罵大街
羊毛	羊毛 羊毛出在羊身上
美中	美中 美中不足
美滋	美滋 美滋滋
群龍	群龍 群龍無首
羽毛	羽毛 羽毛球
羽絨	羽絨 羽絨服
習慣	習慣 習慣成自然
翻來	翻來 翻來覆去
老人	老人 老人家
老伴	老伴 老伴兒
老天	老天 老天爺有眼
老太	老太 老太太
老字	老字 老字號
老實	老實 老實說
老朋	老朋 老朋友
老王	老王 老王賣瓜
老百	老百 老百姓
老著	老著 老著臉皮
老頭	老頭 老頭兒
老鼠	老鼠 老鼠過街
耐人	耐人 耐人尋味
耳聞	耳聞 耳聞不如目見 耳聞目睹
耳軟	耳軟 耳軟心活
耽擱	耽擱 耽擱了妹妹
聊天	聊天 聊天兒
聊生	聊生 聊生於無
聖誕	聖誕 聖誕節
聚精	聚精 聚精會神
聯合	聯合 聯合國
聰明	聰明 聰明一世糊塗一時 聰明反被聰明誤
職業	職業 職業病
肆無	肆無 肆無忌憚
肥水	肥水 肥水不流外人田
肥的	肥的 肥的瘦的一鍋煮
背蛇	背蛇 背蛇害家雞
胎毛	胎毛 胎毛未脫
胡同	胡同 胡同兒
胡說	胡說 胡說八道
胸有	胸有 胸有成竹
能不	能不 能不能
能者	能者 能者多勞
脫口	脫口 脫口而出
脫穎	脫穎 脫穎而出
腳踏	腳踏 腳踏兩隻船 腳踏實地
膽小	膽小 膽小鬼
自以	自以 自以為是
自作	自作 自作自受
自來	自來 自來水
自信	自信 自信心
自力	自力 自力更生
自吹	自吹 自吹自擂
自始	自始 自始至終
自尊	自尊 自尊心
自己	自己 自己心歡
自強	自強 自強不息
自欺	自欺 自欺欺人
自由	自由 自由自在
自發	自發 自發性
自相	自相 自相矛盾
自私	自私 自私自利
自行	自行 自行車
自言	自言 自言自語
自討	自討 自討苦吃
自顧	自顧 自顧不暇
自食	自食 自食其力
臭味	臭味 臭味相投
至關	至關 至關重要
致力	致力 致力於
與世	與世 與世無爭
與人	與人 與人方便
與日	與日 與日俱增
與時	與時 與時俱進
與眾	與眾 與眾不同
興奮	興奮 興奮劑
興致	興致 興致勃勃
興高	興高 興高采烈
舉一	舉一 舉一反三
舉世	舉世 舉世無雙 舉世矚目 舉世聞名
舉足	舉足 舉足輕重
舊欺	舊欺 舊欺生
舊瓶	舊瓶 舊瓶裝新酒
舌敝	舌敝 舌敝唇焦
船到	船到 船到橋門自會直
良田	良田 良田千畝不如一技在手
良禽	良禽 良禽擇木
良藥	良藥 良藥苦口
花架	花架 花架子
花椰	花椰 花椰菜
若火	若火 若火燒身
若要	若要 若要人不知除非己莫為
苦口	苦口 苦口婆心
苦盡	苦盡 苦盡甘來
英式	英式 英式撞球
茅塞	茅塞 茅塞頓開
茶餘	茶餘 茶餘飯後
草木	草木 草木皆兵
草菅	草菅 草菅人命
莫名	莫名 莫名其妙
莫見	莫見 莫見浪大松櫓槳
莫過	莫過 莫過於
萍水	萍水 萍水相逢
萬事	萬事 萬事起頭南
萬古	萬古 萬古長青
萬無	萬無 萬無一失
萬變	萬變 萬變不離其宗
落湯	落湯 落湯雞
落花	落花 落花有意
落魄	落魄 落魄方知窮人苦
著眼	著眼 著眼於
葡萄	葡萄 葡萄酒
董事	董事 董事長
蓬篳	蓬篳 蓬篳增輝
薄養	薄養 薄養厚葬
藏頭	藏頭 藏頭露尾
藥可	藥可 藥可治病不可救命
虎毒	虎毒 虎毒不食子
虎頭	虎頭 虎頭蛇尾
處女	處女 處女守身
虛張	虛張 虛張聲勢
虛有	虛有 虛有其表
蛋白	蛋白 蛋白質
蜉蝣	蜉蝣 蜉蝣撼大樹
蜻蜓	蜻蜓 蜻蜓點水
螢幕	螢幕 螢幕截圖
螺絲	螺絲 螺絲釘
血口	血口 血口噴人
行人	行人 行人徒步區
行李	行李 行李箱
街頭	街頭 街頭巷尾
衣冠	衣冠 衣冠禽獸
衣食	衣食 衣食足方能買鬼推磨 衣食住行
表裡	表裡 表裡如一
表面	表面 表面一套 表面上
袖手	袖手 袖手旁觀
裝模	裝模 裝模做樣
裝瘋	裝瘋 裝瘋賣傻
裝聾	裝聾 裝聾作啞
西班	西班 西班牙語
要不	要不 要不是 要不然
覆水	覆水 覆水難收
見利	見利 見利忘義
見多	見多 見多識廣
見義	見義 見義勇為
親和	親和 親和力
親朋	親朋 親朋好友
解說	解說 解說員
言之	言之 言之鑿鑿 言之無物
言出	言出 言出法隨
言必	言必 言必三思
言無	言無 言無不盡
言行	言行 言行一致
計程	計程 計程車
討人	討人 討人喜歡
討價	討價 討價還價
記憶	記憶 記憶體
設計	設計 設計師
許可	許可 許可證
評論	評論 評論員
試用	試用 試用期
話經	話經 話經三張嘴
誇誇	誇誇 誇誇其談
認賊	認賊 認賊作父
說一	說一 說一是一
說不	說不 說不上 說不定
說乾	說乾 說乾就乾
說到	說到 說到作到 說到底
說實	說實 說實話
說明	說明 說明書
說曹	說曹 說曹操曹操到 說曹操
說的	說的 說的比唱的好聽
說真	說真 說真的
說穿	說穿 說穿了
說老	說老 說老實話
說起	說起 說起來
說閒	說閒 說閒話
誰知	誰知 誰知道
調味	調味 調味料
調嘴	調嘴 調嘴學舌
談不	談不 談不上
談笑	談笑 談笑風生
諸如	諸如 諸如此類
謀事	謀事 謀事在人
謹身	謹身 謹身節用
譬如	譬如 譬如說
讀書	讀書 讀書如交友 讀書健腦
讚不	讚不 讚不絕口
讚歎	讚歎 讚歎不已
豆製	豆製 豆製品
豈有	豈有 豈有此理
貌合	貌合 貌合神離
貓哭	貓哭 貓哭老鼠假慈悲
負責	負責 負責人
財源	財源 財源滾滾了財源廣進
貧無	貧無 貧無立錐之地
貪小	貪小 貪小便宜吃大虧 貪小失大
貪玩	貪玩 貪玩兒
責無	責無 責無旁貸
買不	買不 買不起
資料	資料 資料庫
資本	資本 資本主義
賊喊	賊喊 賊喊徒賊
賊頭	賊頭 賊頭賊腦
賣人	賣人 賣人情
賣天	賣天 賣天不立契
賣妻	賣妻 賣妻典兒
赤舌	赤舌 赤舌燒城
走彎	走彎 走彎路
走後	走後 走後門
走投	走投 走投無路
走為	走為 走為上計
走過	走過 走過場
起個	起個 起個大早
起死	起死 起死回生
起跑	起跑 起跑線
趁火	趁火 趁火打劫
越來	越來 越來越
趕不	趕不 趕不上
趕個	趕個 趕個晚集
趕鴨	趕鴨 趕鴨子上架
趨炎	趨炎 趨炎附勢
足智	足智 足智多謀
跌跌	跌跌 跌跌撞撞
跑龍	跑龍 跑龍套
路遙	路遙 路遙知馬力
身不	身不 身不由己
身分	身分 身分證
軍令	軍令 軍令如山倒
軟實	軟實 軟實力
軟硬	軟硬 軟硬兼施
輕而	輕而 輕而易舉
輕諾	輕諾 輕諾寡信
轉折	轉折 轉折點
辛辛	辛辛 辛辛苦苦
辦事	辦事 辦事處
辦公	辦公 辦公室
農作	農作 農作物
農產	農產 農產品
迅雷	迅雷 迅雷不及掩耳
近年	近年 近年來
近朱	近朱 近朱者赤
近水	近水 近水樓台先得月
返老	返老 返老還童
迫不	迫不 迫不及待
迷惑	迷惑 迷惑不解
追思	追思 追思會
退休	退休 退休金
送佛	送佛 送佛送到西天
逍遙	逍遙 逍遙法外
這就	這就 這就是說
這時	這時 這時候
這會	這會 這會兒
這樣	這樣 這樣一來
通知	通知 通知書
通行	通行 通行證
造紙	造紙 造紙術
連滾	連滾 連滾帶爬
連續	連續 連續劇
連鎖	連鎖 連鎖店
進一	進一 進一步
進出	進出 進出口
進退	進退 進退兩難
遊戲	遊戲 遊戲機
遊手	遊手 遊手好閒
運動	運動 運動員 運動會
運柴	運柴 運柴回林
運籌	運籌 運籌帷幄
過河	過河 過河丟拐杖 過河千里遠 過河拆橋
過猶	過猶 過猶不及
過甚	過甚 過甚其辭
道聽	道聽 道聽途說
道高	道高 道高一尺
遠水	遠水 遠水解不了近渴
遠親	遠親 遠親不如近鄰
遠近	遠近 遠近聞名
適可	適可 適可而止
適得	適得 適得其反
遷怒	遷怒 遷怒於人
避坑	避坑 避坑落井
避重	避重 避重就輕
那時	那時 那時候
那會	那會 那會兒
部落	部落 部落格
酒入	酒入 酒入言出
酒囊	酒囊 酒囊飯袋
酸甜	酸甜 酸甜苦辣
醉翁	醉翁 醉翁之意不在酒
里程	里程 里程碑
重中	重中 重中之重
重新	重新 重新整理
重足	重足 重足而立
重量	重量 重量級
重陽	重陽 重陽節
金字	金字 金字塔
金無	金無 金無足赤
金融	金融 金融卡
針鋒	針鋒 針鋒相對
鋌而	鋌而 鋌而走險
錄音	錄音 錄音機
錢能	錢能 錢能溝通神
錦繡	錦繡 錦繡前程
錦衣	錦衣 錦衣夜行 錦衣玉食
録而	録而 録而不捨
鍥而	鍥而 鍥而不捨
鐵公	鐵公 鐵公雞
鐵杵	鐵杵 鐵杵磨成針
鐵樹	鐵樹 鐵樹開花
鑽空	鑽空 鑽空子
長途	長途 長途跋涉
門可	門可 門可羅雀
門當	門當 門當戶對
閉幕	閉幕 閉幕式
開場	開場 開場白
開夜	開夜 開夜車
開天	開天 開天闢地
開幕	開幕 開幕式
開玩	開玩 開玩笑
開發	開發 開發區 開發商
開門	開門 開門揖盜
閱覽	閱覽 閱覽室
關公	關公 關公面前耍大刀
防君	防君 防君子不防小人
除惡	除惡 除惡務盡
陪了	陪了 陪了夫人又折兵
隔山	隔山 隔山買老牛
隔牆	隔牆 隔牆有耳
隨大	隨大 隨大溜
隨心	隨心 隨心所欲
隨時	隨時 隨時隨地
隨機	隨機 隨機應變
隨波	隨波 隨波逐流
隨處	隨處 隨處可見
隨遇	隨遇 隨遇而安
隨鄉	隨鄉 隨鄉入鄉
隱惡	隱惡 隱惡揚善
集液	集液 集液成裘
雕蟲	雕蟲 雕蟲小技
雙胞	雙胞 雙胞胎
雜七	雜七 雜七雜八
雜亂	雜亂 雜亂無章
雞叫	雞叫 雞叫有早晚
雞啼	雞啼 雞啼飽飯
雞多	雞多 雞多不下蛋
雞毛	雞毛 雞毛蒜皮
雞爛	雞爛 雞爛嘴巴硬
雞窩	雞窩 雞窩飛出鳳凰
雞蛋	雞蛋 雞蛋裡找骨頭
雞零	雞零 雞零狗碎
雞飛	雞飛 雞飛蛋打
離不	離不 離不開
離譜	離譜 離譜兒
難以	難以 難以想像 難以置信
難兄	難兄 難兄難弟
難得	難得 難得一見
難於	難於 難於上青天
難為	難為 難為情
難無	難無 難無酒如旗無風
難能	難能 難能可貴
雨後	雨後 雨後春筍
雪上	雪上 雪上加霜
零用	零用 零用錢
雷聲	雷聲 雷聲大
電動	電動 電動車
電子	電子 電子郵件 電子版
電影	電影 電影院
電視	電視 電視劇 電視台 電視機
靈機	靈機 靈機一動
青出	青出 青出於藍
青天	青天 青天白日
青少	青少 青少年
青春	青春 青春期
非親	非親 非親非故
靠山	靠山 靠山吃山
面對	面對 面對面
面無	面無 面無人色
面目	面目 面目全非
面紅	面紅 面紅耳赤
面面	面面 面面俱到
面黃	面黃 面黃肌瘦
韌如	韌如 韌如餓蛭
音樂	音樂 音樂會
順其	順其 順其自然
順理	順理 順理成章
頑石	頑石 頑石點頭
領事	領事 領事館
頭痛	頭痛 頭痛醫頭
頭頭	頭頭 頭頭是道
顧此	顧此 顧此失彼
顯示	顯示 顯示器
顯而	顯而 顯而易見
風中	風中 風中之燭
風吹	風吹 風吹馬耳
風土	風土 風土人情
風塵	風塵 風塵未撣
風派	風派 風派人物
風燭	風燭 風燭殘年
風裡	風裡 風裡來
風餐	風餐 風餐露宿
風馬	風馬 風馬牛不相及
飛來	飛來 飛來橫禍
飛禽	飛禽 飛禽走獸
飛行	飛行 飛行員
食不	食不 食不淨
食果	食果 食果不忘種樹人
食樹	食樹 食樹護樹
食須	食須 食須細嚼
食飯	食飯 食飯不忘種田人
飢不	飢不 飢不擇食
飯來	飯來 飯來開口
飲水	飲水 飲水思源
飲用	飲用 飲用水
飽暖	飽暖 飽暖思淫欲
飽經	飽經 飽經滄桑
飽食	飽食 飽食終日
養老	養老 養老院
養虎	養虎 養虎遺患
首當	首當 首當直衝
馬到	馬到 馬到成功
馬後	馬後 馬後砲
馬老	馬老 馬老無人騎
馬鈴	馬鈴 馬鈴薯
騎虎	騎虎 騎虎難下
驚天	驚天 驚天動地
驚弓	驚弓 驚弓之鳥
驚心	驚心 驚心動魄
驚慌	驚慌 驚慌失措
骨肉	骨肉 骨肉相連
體育	體育 體育場 體育館
體重	體重 體重計
高不	高不 高不成低不就
高峰	高峰 高峰會
高枕	高枕 高枕無憂
高架	高架 高架橋
高科	高科 高科技
高空	高空 高空彈跳
高跟	高跟 高跟鞋
高速	高速 高速公路
鬥蚊	鬥蚊 鬥蚊蠅遭殃
鬧著	鬧著 鬧著玩兒
鬼使	鬼使 鬼使神差
鬼鬼	鬼鬼 鬼鬼祟祟
魚死	魚死 魚死網破
魚游	魚游 魚游釜中
魚目	魚目 魚目混珠
魚龍	魚龍 魚龍混雜
魯魚	魯魚 魯魚亥豕
鮮花	鮮花 鮮花插在牛糞上
鱷魚	鱷魚 鱷魚眼淚
鳩占	鳩占 鳩占鵲巢
鳩形	鳩形 鳩形鵠面
鴉雀	鴉雀 鴉雀無聲
鵬程	鵬程 鵬程萬裡
鶉衣	鶉衣 鶉衣百結
鹿死	鹿死 鹿死誰手
麥克	麥克 麥克風
麵條	麵條 麵條兒
麻雀	麻雀 麻雀雖小
黑更	黑更 黑更半夜
默默	默默 默默無聞
點點	點點 點點頭
鼠肚	鼠肚 鼠肚雞腸
鼠陷	鼠陷 鼠陷米缸
齊心	齊心 齊心協力
龍生	龍生 龍生九種
----------名言-3-Full	----------
一不小	一不小 一不小心
一乾二	一乾二 一乾二淨
一事無	一事無 一事無成
一佛出	一佛出 一佛出世
一個女	一個女 一個女婿半個兒
一個勁	一個勁 一個勁兒
一動不	一動不 一動不動
一勞永	一勞永 一勞永逸
一匹馬	一匹馬 一匹馬不走
一回生	一回生 一回生二回熟
一塌糊	一塌糊 一塌糊塗
一天到	一天到 一天到晚
一如既	一如既 一如既往
一字長	一字長 一字長蛇陣
一字為	一字為 一字為師
一寸光	一寸光 一寸光陰一寸金
一帆風	一帆風 一帆風順
一年到	一年到 一年到頭
一心不	一心不 一心不能二用
一心一	一心一 一心一意
一念之	一念之 一念之差
一應俱	一應俱 一應俱全
一成不	一成不 一成不變
一技之	一技之 一技之長
一擲千	一擲千 一擲千金
一暴十	一暴十 一暴十寒
一望無	一望無 一望無際
一木難	一木難 一木難支
一本萬	一本萬 一本萬利
一條魚	一條魚 一條魚腥了
一概而	一概而 一概而論
一模一	一模一 一模一樣
一母之	一母之 一母之子有愚賢之分
一毛不	一毛不 一毛不拔
一無所	一無所 一無所有 一無所知
一男曰	一男曰 一男曰有
一盆如	一盆如 一盆如洗
一目了	一目了 一目了然
一竅不	一竅不 一竅不通
一笑了	一笑了 一笑了之 一笑了事
一筆購	一筆購 一筆購銷
一籌莫	一籌莫 一籌莫展
一絲不	一絲不 一絲不苟
一聲不	一聲不 一聲不吭
一肚子	一肚子 一肚子壞
一脈相	一脈相 一脈相傳
一舉一	一舉一 一舉一動
一舉兩	一舉兩 一舉兩得
一般來	一般來 一般來說
一落千	一落千 一落千丈
一言一	一言一 一言一行
一言不	一言不 一言不發
一言既	一言既 一言既出
一計不	一計不 一計不成
一語雙	一語雙 一語雙關
一語破	一語破 一語破的
一諾千	一諾千 一諾千金
一路平	一路平 一路平安
一路順	一路順 一路順風
一針見	一針見 一針見血
一長一	一長一 一長一短
一飢兩	一飢兩 一飢兩飽
一馬當	一馬當 一馬當先
一鼓作	一鼓作 一鼓作氣
七嘴八	七嘴八 七嘴八舌
三分像	三分像 三分像人
三十六	三十六 三十六計
三天打	三天打 三天打魚兩天曬網
三寸不	三寸不 三寸不爛之舌
三思而	三思而 三思而後行
三番五	三番五 三番五次
三竿出	三竿出 三竿出兵
三長兩	三長兩 三長兩短
三面一	三面一 三面一詞
三頭六	三頭六 三頭六臂
三頭對	三頭對 三頭對案
上樑不	上樑不 上樑不正下樑歪
上知天	上知天 上知天文
上行下	上行下 上行下效
不一會	不一會 不一會兒
不了了	不了了 不了了之
不倫不	不倫不 不倫不類
不假思	不假思 不假思索
不入虎	不入虎 不入虎穴
不共戴	不共戴 不共戴天
不分彼	不分彼 不分彼此
不刊之	不刊之 不刊之論
不勞而	不勞而 不勞而獲
不可思	不可思 不可思議
不哼不	不哼不 不哼不言
不好意	不好意 不好意思
不學無	不學無 不學無術
不屑一	不屑一 不屑一顧
不干不	不干不 不干不淨
不怎麼	不怎麼 不怎麼樣
不恥下	不恥下 不恥下問才能有學問
不打不	不打不 不打不成交
不打自	不打自 不打自招
不折不	不折不 不折不扣
不擇手	不擇手 不擇手段
不攻自	不攻自 不攻自破
不甘落	不甘落 不甘落後
不痛不	不痛不 不痛不癢
不相上	不相上 不相上下
不知天	不知天 不知天高地厚
不知者	不知者 不知者不罪
不管不	不管不 不管不顧
不翼而	不翼而 不翼而飛
不聽老	不聽老 不聽老人言
不自量	不自量 不自量力
不見棺	不見棺 不見棺材不落淚
不言而	不言而 不言而喻
不論不	不論不 不論不類
不識廬	不識廬 不識廬山真面目
不識一	不識一 不識一丁
不費吹	不費吹 不費吹灰之力
不速之	不速之 不速之客
不道邊	不道邊 不道邊際
不遺餘	不遺餘 不遺餘力
不飛則	不飛則 不飛則已
不養兒	不養兒 不養兒不知父母恩
世上無	世上無 世上無難事
世外桃	世外桃 世外桃源
丟三落	丟三落 丟三落四
中華民	中華民 中華民族
乘勝追	乘勝追 乘勝追擊
九死一	九死一 九死一生
乞丐討	乞丐討 乞丐討肉粽
也就是	也就是 也就是說
乾柴烈	乾柴烈 乾柴烈火
亂七八	亂七八 亂七八糟
亂成一	亂成一 亂成一鍋粥
事不過	事不過 事不過三
事事有	事事有 事事有數
事半功	事半功 事半功倍
事過境	事過境 事過境遷
二一添	二一添 二一添作五
二氧化	二氧化 二氧化碳
二話不	二話不 二話不說
五十步	五十步 五十步笑百步
五臟俱	五臟俱 五臟俱全
五花八	五花八 五花八門
五顏六	五顏六 五顏六色
井水不	井水不 井水不犯河水
井裡打	井裡打 井裡打水
亡羊補	亡羊補 亡羊補牢
交錢交	交錢交 交錢交貨
亦步亦	亦步亦 亦步亦趨
享樂在	享樂在 享樂在前
人云亦	人云亦 人云亦云
人分三	人分三 人分三等
人地生	人地生 人地生疏
人山人	人山人 人山人海
人工智	人工智 人工智慧
人微言	人微言 人微言輕
人情之	人情之 人情之常
人憑志	人憑志 人憑志氣虎憑威
人死留	人死留 人死留名
人為財	人為財 人為財死
人生七	人生七 人生七十古來稀
人生何	人生何 人生何處不相逢
人直不	人直不 人直不富
人窮志	人窮志 人窮志不窮
人間地	人間地 人間地獄
今朝有	今朝有 今朝有酒今朝醉
他方求	他方求 他方求食
付諸東	付諸東 付諸東流
以其人	以其人 以其人之道
以其昏	以其昏 以其昏昏
以卵投	以卵投 以卵投石
以小人	以小人 以小人之心
以德報	以德報 以德報怨
以毒攻	以毒攻 以毒攻毒
以眼還	以眼還 以眼還眼
以老賣	以老賣 以老賣老
以螳當	以螳當 以螳當車
以貌取	以貌取 以貌取人
以身作	以身作 以身作則
以鄰為	以鄰為 以鄰為壑
任人宰	任人宰 任人宰割
任勞任	任勞任 任勞任怨
任重道	任重道 任重道遠
伊斯蘭	伊斯蘭 伊斯蘭教
似是而	似是而 似是而非
似曾相	似曾相 似曾相識
佛多糕	佛多糕 佛多糕少
