佛是金	佛是金 佛是金妝
佛身未	佛身未 佛身未塑塑佛座
作法自	作法自 作法自斃
作繭自	作繭自 作繭自縛
你死我	你死我 你死我活
來日方	來日方 來日方長
來龍去	來龍去 來龍去脈
供不應	供不應 供不應求
依依不	依依不 依依不捨
便宜沒	便宜沒 便宜沒好貨
信口雌	信口雌 信口雌黃
信口開	信口開 信口開河
借刀殺	借刀殺 借刀殺人
借花獻	借花獻 借花獻佛
借酒做	借酒做 借酒做瘋
做一天	做一天 做一天和尚撞一天鐘
做賊心	做賊心 做賊心虛
偷工減	偷工減 偷工減料
偷雞摸	偷雞摸 偷雞摸狗
債台高	債台高 債台高築
傷弓之	傷弓之 傷弓之鳥
傾家蕩	傾家蕩 傾家蕩產
優勝劣	優勝劣 優勝劣汰
兄弟如	兄弟如 兄弟如手足
先斬後	先斬後 先斬後奏
先發製	先發製 先發製人
先禮後	先禮後 先禮後兵
光天化	光天化 光天化日
兒不嫌	兒不嫌 兒不嫌母醜
兒大不	兒大不 兒大不由娘
兢兢業	兢兢業 兢兢業業
入死出	入死出 入死出生
入鄉隨	入鄉隨 入鄉隨俗
全力以	全力以 全力以赴
全心全	全心全 全心全意
兩全其	兩全其 兩全其美
兩面三	兩面三 兩面三刀
八字沒	八字沒 八字沒一撇
八竿子	八竿子 八竿子打不著
公務人	公務人 公務人員
公說公	公說公 公說公有理
公買公	公買公 公買公賣
公雞帶	公雞帶 公雞帶小雞
六耳不	六耳不 六耳不同謀
兵在精	兵在精 兵在精而不在多
再接再	再接再 再接再厲
冗言繁	冗言繁 冗言繁語
冤家路	冤家路 冤家路窄
冷酷無	冷酷無 冷酷無情
凡事都	凡事都 凡事都應量力而行
出淤泥	出淤泥 出淤泥而不染
出爾反	出爾反 出爾反爾
初生牛	初生牛 初生牛犢不怕虎
別言之	別言之 別言之過早
刻不容	刻不容 刻不容緩
刻舟求	刻舟求 刻舟求劍
刻骨銘	刻骨銘 刻骨銘心
前事不	前事不 前事不忘
前人撤	前人撤 前人撤塗迷了後人的眼
前仆後	前仆後 前仆後繼
前仰後	前仰後 前仰後合
前功盡	前功盡 前功盡棄
前呼後	前呼後 前呼後擁
前因後	前因後 前因後果
前所未	前所未 前所未有
前無古	前無古 前無古人
前赴後	前赴後 前赴後繼
前車之	前車之 前車之鑑
割雞焉	割雞焉 割雞焉用牛刀
力不從	力不從 力不從心
力所能	力所能 力所能及
功到自	功到自 功到自然成
功成名	功成名 功成名遂
功敗垂	功敗垂 功敗垂成
加油添	加油添 加油添醋
勇往直	勇往直 勇往直前
勢不可	勢不可 勢不可當
勾魂攝	勾魂攝 勾魂攝魄
十字路	十字路 十字路口
十年樹	十年樹 十年樹木
十拿八	十拿八 十拿八穩
十指連	十指連 十指連心
千家萬	千家萬 千家萬戶
千慮一	千慮一 千慮一得
千方百	千方百 千方百計
千羊之	千羊之 千羊之皮
千變萬	千變萬 千變萬化
千軍萬	千軍萬 千軍萬馬
千里姻	千里姻 千里姻緣一線牽
千里送	千里送 千里送鵝毛 千里送娥毛
千里之	千里之 千里之堤
千鈞一	千鈞一 千鈞一髮
半信半	半信半 半信半疑
半吞半	半吞半 半吞半吐
半推半	半推半 半推半就
半生不	半生不 半生不死
半睡半	半睡半 半睡半醒
半途而	半途而 半途而廢
南轅北	南轅北 南轅北轍
博古通	博古通 博古通今
博大精	博大精 博大精深
危如累	危如累 危如累卵
厚此薄	厚此薄 厚此薄彼
原汁原	原汁原 原汁原味
取而代	取而代 取而代之
取長補	取長補 取長補短
另一方	另一方 另一方面
可乘之	可乘之 可乘之機
可想而	可想而 可想而知
可歌可	可歌可 可歌可泣
史無前	史無前 史無前例
司空見	司空見 司空見慣
吃一家	吃一家 吃一家飯
吃一碗	吃一碗 吃一碗粥
吃了豹	吃了豹 吃了豹子膽
吃人家	吃人家 吃人家的嘴短
吃人一	吃人一 吃人一口
吃人糠	吃人糠 吃人糠皮
吃力扒	吃力扒 吃力扒外
吃啞巴	吃啞巴 吃啞巴虧
吃現成	吃現成 吃現成飯
吃硬不	吃硬不 吃硬不吃軟
吃苦在	吃苦在 吃苦在後
吃飯的	吃飯的 吃飯的人多
吃鹹口	吃鹹口 吃鹹口渴
各人自	各人自 各人自掃門前雪
各執一	各執一 各執一詞
各抒己	各抒己 各抒己見
各自為	各自為 各自為政
各負盈	各負盈 各負盈虧
合情合	合情合 合情合理
吊兒郎	吊兒郎 吊兒郎當
同室操	同室操 同室操戈
同床共	同床共 同床共枕
同床異	同床異 同床異夢
同心協	同心協 同心協力
同流合	同流合 同流合污
同甘共	同甘共 同甘共苦
同病相	同病相 同病相憐
同舟共	同舟共 同舟共濟
名副其	名副其 名副其實
名師出	名師出 名師出高徒
名正言	名正言 名正言順
向壁虛	向壁虛 向壁虛造
吠形吠	吠形吠 吠形吠聲
含辛茹	含辛茹 含辛茹苦
吹毛求	吹毛求 吹毛求疵
呆若木	呆若木 呆若木雞
味同嚼	味同嚼 味同嚼蠟
呻吟未	呻吟未 呻吟未止忘良醫
和尚多	和尚多 和尚多了山門沒關
咬人的	咬人的 咬人的狗不露齒
咬牙切	咬牙切 咬牙切齒
哭笑不	哭笑不 哭笑不得
哭錯了	哭錯了 哭錯了墳頭
唇亡齒	唇亡齒 唇亡齒寒
唯利是	唯利是 唯利是圖
唯命是	唯命是 唯命是從
問道於	問道於 問道於盲
善始善	善始善 善始善終
喜出望	喜出望 喜出望外
喜怒哀	喜怒哀 喜怒哀樂
喜新厭	喜新厭 喜新厭舊
喜聞樂	喜聞樂 喜聞樂見
喪家之	喪家之 喪家之犬
單刀直	單刀直 單刀直入
嗚乎哀	嗚乎哀 嗚乎哀哉
嗟來之	嗟來之 嗟來之食
嘻皮笑	嘻皮笑 嘻皮笑臉
噤若寒	噤若寒 噤若寒蟬
四海之	四海之 四海之內皆兄弟
四海皆	四海皆 四海皆兄弟
因人而	因人而 因人而異
因地制	因地制 因地制宜
國中學	國中學 國中學生
國泰民	國泰民 國泰民安
圖窮匕	圖窮匕 圖窮匕手見
團結就	團結就 團結就是力量
土生土	土生土 土生土長
在劫難	在劫難 在劫難逃
地靈人	地靈人 地靈人傑
坐立不	坐立不 坐立不安
坐觀成	坐觀成 坐觀成敗
垂手而	垂手而 垂手而得
報人一	報人一 報人一斗
報人黃	報人黃 報人黃金
外強中	外強中 外強中乾
多愁善	多愁善 多愁善感
多才多	多才多 多才多藝
多此一	多此一 多此一舉
多錢善	多錢善 多錢善賈
夜以繼	夜以繼 夜以繼日
大且豪	大且豪 大且豪華
大事化	大事化 大事化小
大吵大	大吵大 大吵大鬧
大天白	大天白 大天白日
大巧若	大巧若 大巧若拙
大手大	大手大 大手大腳
大男大	大男大 大男大女
大相經	大相經 大相經庭
大言不	大言不 大言不慚
大開眼	大開眼 大開眼界
大風大	大風大 大風大浪
大魚吃	大魚吃 大魚吃小魚
天下老	天下老 天下老鴉一般黑
天亮一	天亮一 天亮一起亮
天倫之	天倫之 天倫之樂
天有不	天有不 天有不測風雲
天無二	天無二 天無二日
天理良	天理良 天理良心
天經地	天經地 天經地義
天長地	天長地 天長地久
太歲頭	太歲頭 太歲頭上動土
夫唱婦	夫唱婦 夫唱婦隨
失敗是	失敗是 失敗是成功之母
奇花異	奇花異 奇花異草
女大不	女大不 女大不中留
奴顏媚	奴顏媚 奴顏媚骨
好事無	好事無 好事無緣
好來好	好來好 好來好去
好心不	好心不 好心不得好報
好景不	好景不 好景不長
好漢不	好漢不 好漢不吃眼前虧
好為人	好為人 好為人師
好的做	好的做 好的做瓢
好逸惡	好逸惡 好逸惡勞
如人飲	如人飲 如人飲水
如入無	如入無 如入無人之境
如喪考	如喪考 如喪考妣
如坐針	如坐針 如坐針氈
如夢初	如夢初 如夢初醒
如影隨	如影隨 如影隨形
如醉如	如醉如 如醉如痴
如願以	如願以 如願以償
如飢似	如飢似 如飢似渴
如魚得	如魚得 如魚得水
委曲求	委曲求 委曲求全
姜還是	姜還是 姜還是老的辣
婆婆媽	婆婆媽 婆婆媽媽
嫁雞隨	嫁雞隨 嫁雞隨雞
孤注一	孤注一 孤注一擲
孤行已	孤行已 孤行已見
孩子哭	孩子哭 孩子哭了
學書不	學書不 學書不成
學習的	學習的 學習的敵人是自己的滿足
學而時	學而時 學而時習之
守口如	守口如 守口如瓶
守株待	守株待 守株待兔
安分守	安分守 安分守己
安家立	安家立 安家立業
安居樂	安居樂 安居樂業
官逼民	官逼民 官逼民反
害群之	害群之 害群之馬
家喻戶	家喻戶 家喻戶曉
家家有	家家有 家家有本難唸的經
家廟不	家廟不 家廟不靈
家火不	家火不 家火不起
家賊難	家賊難 家賊難防
家醜不	家醜不 家醜不可
容光煥	容光煥 容光煥發
寄人籬	寄人籬 寄人籬下
寅吃卯	寅吃卯 寅吃卯糧
密不可	密不可 密不可分
密的遮	密的遮 密的遮雨
富無三	富無三 富無三代享
富貴不	富貴不 富貴不能淫
寥寥無	寥寥無 寥寥無幾
實事求	實事求 實事求是
實話實	實話實 實話實說
實踐出	實踐出 實踐出真知
寧可葷	寧可葷 寧可葷口念佛
寧死不	寧死不 寧死不屈
寧為玉	寧為玉 寧為玉碎
寶刀不	寶刀不 寶刀不老
寸土尺	寸土尺 寸土尺金
將心比	將心比 將心比心
將錯就	將錯就 將錯就錯
專款專	專款專 專款專用
尊師重	尊師重 尊師重道
對牛彈	對牛彈 對牛彈琴
對症下	對症下 對症下藥
小二管	小二管 小二管大王
小心翼	小心翼 小心翼翼
小時不	小時不 小時不教
小題大	小題大 小題大作
少不更	少不更 少不更事
居民大	居民大 居民大樓
居高臨	居高臨 居高臨下
屈打成	屈打成 屈打成招
層出不	層出不 層出不窮
川流不	川流不 川流不息
工欲善	工欲善 工欲善其事
左右為	左右為 左右為難
左顧右	左顧右 左顧右盼
巧婦難	巧婦難 巧婦難為無米之炊 巧婦難為無米炊
市場經	市場經 市場經濟
布衣粗	布衣粗 布衣粗實
平時不	平時不 平時不燒香
座吃山	座吃山 座吃山空
廢寢忘	廢寢忘 廢寢忘食
弄假成	弄假成 弄假成真
弄巧成	弄巧成 弄巧成拙
弄虛作	弄虛作 弄虛作假
弊帚自	弊帚自 弊帚自珍
引人入	引人入 引人入勝
引人注	引人注 引人注目
引狼入	引狼入 引狼入室
引經據	引經據 引經據典
張公吃	張公吃 張公吃酒李公醉
張燈結	張燈結 張燈結彩
強詞奪	強詞奪 強詞奪理
彈冠相	彈冠相 彈冠相慶
彌天大	彌天大 彌天大謊
形形色	形形色 形形色色
形影不	形影不 形影不離
後浪推	後浪推 後浪推前浪
後顧之	後顧之 後顧之憂
徒勞無	徒勞無 徒勞無功
得一望	得一望 得一望十
得不償	得不償 得不償失
得不補	得不補 得不補失
得天獨	得天獨 得天獨厚
得寸進	得寸進 得寸進尺
得心應	得心應 得心應手
得放手	得放手 得放手時且放手
得隴望	得隴望 得隴望蜀
得魚忘	得魚忘 得魚忘荃
徙宅忘	徙宅忘 徙宅忘妻
從容不	從容不 從容不迫
循序漸	循序漸 循序漸進
循規蹈	循規蹈 循規蹈矩
微不足	微不足 微不足道
德重於	德重於 德重於貌
心勞日	心勞日 心勞日拙
心口如	心口如 心口如一
心回意	心回意 心回意轉
心安理	心安理 心安理得
心急如	心急如 心急如焚
心急火	心急火 心急火燎
心想事	心想事 心想事成
心明眼	心明眼 心明眼亮
心服首	心服首 心服首肯
心服口	心服口 心服口服
心灰意	心灰意 心灰意懶
心花怒	心花怒 心花怒放
心靈手	心靈手 心靈手巧
忍無可	忍無可 忍無可忍
忍飢挨	忍飢挨 忍飢挨餓
忘恩負	忘恩負 忘恩負義
念念不	念念不 念念不忘
怕什麼	怕什麼 怕什麼有什麼
思前想	思前想 思前想後
怡然自	怡然自 怡然自得
急中生	急中生 急中生智
急功近	急功近 急功近利
急於求	急於求 急於求成
恍然大	恍然大 恍然大悟
恩將仇	恩將仇 恩將仇報
恭敬不	恭敬不 恭敬不如從命
息事寧	息事寧 息事寧人
息息相	息息相 息息相關
恰到好	恰到好 恰到好處
恰如其	恰如其 恰如其分
恰恰相	恰恰相 恰恰相反
悔不當	悔不當 悔不當初
悖入悖	悖入悖 悖入悖出
情不自	情不自 情不自禁
惜墨如	惜墨如 惜墨如金
惡事行	惡事行 惡事行千里
惡犬傷	惡犬傷 惡犬傷近鄰
惱羞成	惱羞成 惱羞成怒
愁眉不	愁眉不 愁眉不展
愈演愈	愈演愈 愈演愈烈
意外事	意外事 意外事故
意想不	意想不 意想不到
意料之	意料之 意料之外
意氣用	意氣用 意氣用事
愚不可	愚不可 愚不可及
愚公移	愚公移 愚公移山
愛不釋	愛不釋 愛不釋手
愛則加	愛則加 愛則加諸膝
愛屋及	愛屋及 愛屋及烏
愣頭愣	愣頭愣 愣頭愣腦
慷他人	慷他人 慷他人之慨
應有盡	應有盡 應有盡有
懸崖峭	懸崖峭 懸崖峭壁
戀戀不	戀戀不 戀戀不捨
成者王	成者王 成者王侯敗者賊
截然不	截然不 截然不同
截長補	截長補 截長補短
戽斗比	戽斗比 戽斗比把兒長
所作所	所作所 所作所為
手下留	手下留 手下留情
手工藝	手工藝 手工藝品
手無縛	手無縛 手無縛雞之力
手破識	手破識 手破識良藥
扒得高	扒得高 扒得高跌得重
打狗欺	打狗欺 打狗欺主
打狗看	打狗看 打狗看主
打草驚	打草驚 打草驚蛇
打退堂	打退堂 打退堂鼓
扣人心	扣人心 扣人心弦
扶搖直	扶搖直 扶搖直上
抑揚頓	抑揚頓 抑揚頓挫
投井下	投井下 投井下石
投桃報	投桃報 投桃報李
投機取	投機取 投機取巧
抱給他	抱給他 抱給他娘
抱頭鼠	抱頭鼠 抱頭鼠竄
拆東牆	拆東牆 拆東牆補西牆
拋磚引	拋磚引 拋磚引玉
拔了蘿	拔了蘿 拔了蘿蔔地皮寬
拔樹尋	拔樹尋 拔樹尋根
拔苗助	拔苗助 拔苗助長
拔草除	拔草除 拔草除根
拳不離	拳不離 拳不離手
拳打腳	拳打腳 拳打腳踢
指手畫	指手畫 指手畫腳
指桑罵	指桑罵 指桑罵槐
按兵不	按兵不 按兵不動
挑肥揀	挑肥揀 挑肥揀瘦
捨本逐	捨本逐 捨本逐未
掌枰劃	掌枰劃 掌枰劃線
推己及	推己及 推己及人
措手不	措手不 措手不及
揀了芝	揀了芝 揀了芝麻
提心吊	提心吊 提心吊膽
插翅難	插翅難 插翅難飛
損人利	損人利 損人利己
損兵折	損兵折 損兵折將
搖唇鼓	搖唇鼓 搖唇鼓舌
搖搖欲	搖搖欲 搖搖欲墜
搖旗吶	搖旗吶 搖旗吶喊
搬起石	搬起石 搬起石頭打自己的腳
撲面而	撲面而 撲面而來
擇善而	擇善而 擇善而從
攀龍隨	攀龍隨 攀龍隨鳳
改邪歸	改邪歸 改邪歸正
故態復	故態復 故態復萌
救人一	救人一 救人一命
教婦初	教婦初 教婦初來
教學大	教學大 教學大樓
敢做敢	敢做敢 敢做敢當
敢怒而	敢怒而 敢怒而不敢言
敬老慈	敬老慈 敬老慈幼
敬而遠	敬而遠 敬而遠之
敬賢重	敬賢重 敬賢重士
敬酒不	敬酒不 敬酒不吃吃罰酒
敷衍了	敷衍了 敷衍了事
數見不	數見不 數見不鮮
文武雙	文武雙 文武雙全
料事如	料事如 料事如神
斬草除	斬草除 斬草除根
斬釘截	斬釘截 斬釘截鐵
新陳代	新陳代 新陳代謝
斷斷續	斷斷續 斷斷續續
斷線風	斷線風 斷線風箏
方枘圓	方枘圓 方枘圓鑿
既往不	既往不 既往不咎
日久見	日久見 日久見人心
日復一	日復一 日復一日
日新月	日新月 日新月異
日暮途	日暮途 日暮途窮
日量魚	日量魚 日量魚露
明人不	明人不 明人不做暗事
易如反	易如反 易如反掌
春花秋	春花秋 春花秋實
時好時	時好時 時好時壞
時間不	時間不 時間不等人
智慧型	智慧型 智慧型手機
暴殘天	暴殘天 暴殘天物
有一利	有一利 有一利必有一弊
有你不	有你不 有你不多
有備無	有備無 有備無患
有兩下	有兩下 有兩下子
有其父	有其父 有其父必有其子
有口無	有口無 有口無心
有名無	有名無 有名無實
有嘴就	有嘴就 有嘴就有路
有所不	有所不 有所不同
有效期	有效期 有效期限
有早沒	有早沒 有早沒晚
有朝一	有朝一 有朝一日
有條不	有條不 有條不紊
有條有	有條有 有條有理
有的放	有的放 有的放矢
有目共	有目共 有目共睹
有眼無	有眼無 有眼無珠
有福同	有福同 有福同享
有聲有	有聲有 有聲有色
有鼻子	有鼻子 有鼻子有眼
望塵莫	望塵莫 望塵莫及
望梅止	望梅止 望梅止渴
望眼欲	望眼欲 望眼欲穿
朝三暮	朝三暮 朝三暮四
朝不保	朝不保 朝不保夕
朝令夕	朝令夕 朝令夕改
朝夕相	朝夕相 朝夕相處
朝氣蓬	朝氣蓬 朝氣蓬勃
未成年	未成年 未成年人
未老先	未老先 未老先衰
未進山	未進山 未進山門
本性難	本性難 本性難移
朱門酒	朱門酒 朱門酒肉臭
杞人優	杞人優 杞人優天
杯水車	杯水車 杯水車薪
東奔西	東奔西 東奔西跑
東張西	東張西 東張西望
東拉西	東拉西 東拉西扯
東拼西	東拼西 東拼西湊
東施效	東施效 東施效顰
根深蒂	根深蒂 根深蒂固
桃李不	桃李不 桃李不言
桃紅柳	桃紅柳 桃紅柳綠
楚弓楚	楚弓楚 楚弓楚得
楚材晉	楚材晉 楚材晉用
樑上君	樑上君 樑上君子
模棱兩	模棱兩 模棱兩可
樹倒猢	樹倒猢 樹倒猢猻散
樹欲靜	樹欲靜 樹欲靜而風不止
樹高影	樹高影 樹高影大
欣欣向	欣欣向 欣欣向榮
欲加之	欲加之 欲加之罪
欲取故	欲取故 欲取故予
欲擒故	欲擒故 欲擒故縱
欲窿難	欲窿難 欲窿難填
欲蓋彌	欲蓋彌 欲蓋彌彰
欲速則	欲速則 欲速則不達
欲速不	欲速不 欲速不達
欺軟怕	欺軟怕 欺軟怕硬
步步為	步步為 步步為營
歪門邪	歪門邪 歪門邪道
歸根到	歸根到 歸根到底
死不改	死不改 死不改悔
死心塌	死心塌 死心塌地
死無葬	死無葬 死無葬身之地
死皮賴	死皮賴 死皮賴臉
死馬當	死馬當 死馬當作活馬醫
殘障人	殘障人 殘障人士
殺人越	殺人越 殺人越貨
殺雞取	殺雞取 殺雞取卵
母子平	母子平 母子平安
比上不	比上不 比上不足
毛將焉	毛將焉 毛將焉附
水到渠	水到渠 水到渠成
水往地	水往地 水往地流
水滴石	水滴石 水滴石穿
水漲船	水漲船 水漲船高
水米無	水米無 水米無交
水至清	水至清 水至清則無魚
水落石	水落石 水落石出
水高漫	水高漫 水高漫不過船
求人不	求人不 求人不如求己
江山易	江山易 江山易改
江心補	江心補 江心補漏
江海一	江海一 江海一量
沒世不	沒世不 沒世不忘
沒完沒	沒完沒 沒完沒了
沙裡淘	沙裡淘 沙裡淘金
油嘴滑	油嘴滑 油嘴滑舌
治絲益	治絲益 治絲益棼
法出多	法出多 法出多門
波濤洶	波濤洶 波濤洶湧
洞燭其	洞燭其 洞燭其奸
津津有	津津有 津津有味
浪子回	浪子回 浪子回頭金不換
海裡撈	海裡撈 海裡撈針
深入人	深入人 深入人心
深居簡	深居簡 深居簡出
深情厚	深情厚 深情厚誼
渾水摸	渾水摸 渾水摸魚
源源不	源源不 源源不斷
滄海一	滄海一 滄海一粟
滔滔不	滔滔不 滔滔不絕
滿打滿	滿打滿 滿打滿算
潛移默	潛移默 潛移默化
激濁揚	激濁揚 激濁揚清
火上加	火上加 火上加油
火中取	火中取 火中取栗
火中區	火中區 火中區栗
火冒三	火冒三 火冒三丈
火燒眉	火燒眉 火燒眉毛
炊沙作	炊沙作 炊沙作飯
炮風烹	炮風烹 炮風烹龍
為人作	為人作 為人作嫁
為善最	為善最 為善最樂
為所欲	為所欲 為所欲為
為敵續	為敵續 為敵續槊
為虎作	為虎作 為虎作倀
無中生	無中生 無中生有
無動於	無動於 無動於衷
無可厚	無可厚 無可厚非
無可奈	無可奈 無可奈何
無可奉	無可奉 無可奉告
無名小	無名小 無名小卒
無家可	無家可 無家可歸
無師不	無師不 無師不通
無微不	無微不 無微不至
無情無	無情無 無情無義
無惡不	無惡不 無惡不作
無憂無	無憂無 無憂無慮
無所事	無所事 無所事事
無所作	無所作 無所作為
無法無	無法無 無法無天
無濟於	無濟於 無濟於事
無理取	無理取 無理取鬧
無病呻	無病呻 無病呻吟
無窮無	無窮無 無窮無盡
無精打	無精打 無精打采
無能為	無能為 無能為力
無話可	無話可 無話可說
無論如	無論如 無論如何
無足輕	無足輕 無足輕重
無關緊	無關緊 無關緊要
無風不	無風不 無風不起浪
煞有介	煞有介 煞有介事
照方子	照方子 照方子抓藥
照葫蘆	照葫蘆 照葫蘆畫瓢
照貓畫	照貓畫 照貓畫虎
煽風點	煽風點 煽風點火
熙熙攘	熙熙攘 熙熙攘攘
熟能生	熟能生 熟能生巧
熟視無	熟視無 熟視無睹
熱淚盈	熱淚盈 熱淚盈眶
爭先恐	爭先恐 爭先恐後
爭分奪	爭分奪 爭分奪秒
牛死留	牛死留 牛死留皮
牛頭不	牛頭不 牛頭不對馬嘴
牛頭馬	牛頭馬 牛頭馬面
物上其	物上其 物上其類
物以稀	物以稀 物以稀為貴
物以類	物以類 物以類聚
物美價	物美價 物美價廉
牽一發	牽一發 牽一發而動全身
狐假虎	狐假虎 狐假虎威
狐死首	狐死首 狐死首丘
狗仗人	狗仗人 狗仗人勢
狗咬破	狗咬破 狗咬破衣人
狗咬耗	狗咬耗 狗咬耗子
狗急跳	狗急跳 狗急跳牆
狗膽包	狗膽包 狗膽包天
狗頭軍	狗頭軍 狗頭軍師
猶豫不	猶豫不 猶豫不決
獨不勝	獨不勝 獨不勝眾
獨慧不	獨慧不 獨慧不知眾智
獨木不	獨木不 獨木不成林
獨食獨	獨食獨 獨食獨生瘡
王孫公	王孫公 王孫公子
班門弄	班門弄 班門弄斧
理屈詞	理屈詞 理屈詞窮
理所當	理所當 理所當然
理直氣	理直氣 理直氣壯
瓜田李	瓜田李 瓜田李下
生寄死	生寄死 生寄死歸
由此可	由此可 由此可見
由此看	由此看 由此看來
畏縮不	畏縮不 畏縮不前
畫蛇添	畫蛇添 畫蛇添足
異口同	異口同 異口同聲
異想天	異想天 異想天開
當務之	當務之 當務之急
當面是	當面是 當面是人
疲憊不	疲憊不 疲憊不堪
疾風勁	疾風勁 疾風勁草
病從口	病從口 病從口入
病急亂	病急亂 病急亂投醫
瘌蛤蟆	瘌蛤蟆 瘌蛤蟆想吃天鵝肉
瘦人是	瘦人是 瘦人是飯王
瘦死的	瘦死的 瘦死的駱駝比馬大
瘸雞隻	瘸雞隻 瘸雞隻吃磐邊谷
癩蛤蟆	癩蛤蟆 癩蛤蟆想吃天鵝肉
白狗偷	白狗偷 白狗偷吃
白紙黑	白紙黑 白紙黑字
白龍魚	白龍魚 白龍魚服
百川歸	百川歸 百川歸海
百無一	百無一 百無一失
百聞不	百聞不 百聞不如一見
百足之	百足之 百足之蟲
百里挑	百里挑 百里挑一
皇天不	皇天不 皇天不負苦心人
皮之不	皮之不 皮之不存
皮肉生	皮肉生 皮肉生涯
盛氣凌	盛氣凌 盛氣凌人
目不轉	目不轉 目不轉睛
目中無	目中無 目中無人
目瞪口	目瞪口 目瞪口呆
目空一	目空一 目空一切
盲人摸	盲人摸 盲人摸像
相依為	相依為 相依為命
相對而	相對而 相對而言
相形見	相形見 相形見絀
相提並	相提並 相提並論
相比之	相比之 相比之下
相輔相	相輔相 相輔相成
盼母市	盼母市 盼母市歸
省食儉	省食儉 省食儉穿
眉來眉	眉來眉 眉來眉去
眉開眼	眉開眼 眉開眼笑
看始無	看始無 看始無終
看菜吃	看菜吃 看菜吃飯
看風搖	看風搖 看風搖旗
真金不	真金不 真金不怕火煉
真錢買	真錢買 真錢買假貨
眼高手	眼高手 眼高手低
眾口難	眾口難 眾口難調
眾口一	眾口一 眾口一詞
眾志成	眾志成 眾志成城
眾所周	眾所周 眾所周知
睜一隻	睜一隻 睜一隻眼閉一隻眼
瞎狗碰	瞎狗碰 瞎狗碰上死老鼠
瞎說八	瞎說八 瞎說八道
瞎貓碰	瞎貓碰 瞎貓碰上死耗子
知子莫	知子莫 知子莫若父
知己知	知己知 知己知彼
知無不	知無不 知無不言
知識只	知識只 知識只能循序漸進
知識使	知識使 知識使人謙虛
知識分	知識分 知識分子
知足常	知足常 知足常樂
石沉大	石沉大 石沉大海
破口大	破口大 破口大罵
破釜沉	破釜沉 破釜沉舟
破鏡重	破鏡重 破鏡重圓
碩果僅	碩果僅 碩果僅存
礙了面	礙了面 礙了面皮
社會主	社會主 社會主義
禍中有	禍中有 禍中有福
福不雙	福不雙 福不雙降
禮尚往	禮尚往 禮尚往來
禮輕情	禮輕情 禮輕情意重
科學研	科學研 科學研究
秤砣雖	秤砣雖 秤砣雖小壓千斤
移花接	移花接 移花接木
種瓜得	種瓜得 種瓜得瓜
種種個	種種個 種種個別
稱心如	稱心如 稱心如意
積土為	積土為 積土為山
積財千	積財千 積財千萬
穩如泰	穩如泰 穩如泰山
空前絕	空前絕 空前絕後
突如其	突如其 突如其來
竭盡全	竭盡全 竭盡全力
笑裡藏	笑裡藏 笑裡藏刀
笨口拙	笨口拙 笨口拙舌
笨鳥先	笨鳥先 笨鳥先飛
答非所	答非所 答非所問
管萬家	管萬家 管萬家事
箭在弦	箭在弦 箭在弦上
節食縮	節食縮 節食縮食
築室道	築室道 築室道謀
精打細	精打細 精打細算
精疲力	精疲力 精疲力竭
精益求	精益求 精益求精
糖衣砲	糖衣砲 糖衣砲彈
約定俗	約定俗 約定俗成
紙上談	紙上談 紙上談兵
紙包不	紙包不 紙包不住針
素不相	素不相 素不相識
絕大多	絕大多 絕大多數
絡繹不	絡繹不 絡繹不絕
統籌兼	統籌兼 統籌兼顧
經一事	經一事 經一事長一智
經久不	經久不 經久不息
綜上所	綜上所 綜上所述
網路攝	網路攝 網路攝影機
網際網	網際網 網際網路
編戽竭	編戽竭 編戽竭海
緩急輕	緩急輕 緩急輕重
縱橫交	縱橫交 縱橫交錯
縱虎歸	縱虎歸 縱虎歸山
總的來	總的來 總的來說
總而言	總而言 總而言之
繼往開	繼往開 繼往開來
罪有應	罪有應 罪有應得
罪魁禍	罪魁禍 罪魁禍首
置若罔	置若罔 置若罔聞
羊毛出	羊毛出 羊毛出在羊身上
美中不	美中不 美中不足
群龍無	群龍無 群龍無首
習慣成	習慣成 習慣成自然
翻來覆	翻來覆 翻來覆去
老天爺	老天爺 老天爺有眼
老王賣	老王賣 老王賣瓜
老著臉	老著臉 老著臉皮
老鼠過	老鼠過 老鼠過街
耐人尋	耐人尋 耐人尋味
耳聞不	耳聞不 耳聞不如目見
耳聞目	耳聞目 耳聞目睹
耳軟心	耳軟心 耳軟心活
耽擱了	耽擱了 耽擱了妹妹
聊生於	聊生於 聊生於無
聚精會	聚精會 聚精會神
聰明一	聰明一 聰明一世糊塗一時
聰明反	聰明反 聰明反被聰明誤
肆無忌	肆無忌 肆無忌憚
肥水不	肥水不 肥水不流外人田
肥的瘦	肥的瘦 肥的瘦的一鍋煮
背蛇害	背蛇害 背蛇害家雞
胎毛未	胎毛未 胎毛未脫
胡說八	胡說八 胡說八道
胸有成	胸有成 胸有成竹
能者多	能者多 能者多勞
脫口而	脫口而 脫口而出
脫穎而	脫穎而 脫穎而出
腳踏兩	腳踏兩 腳踏兩隻船
腳踏實	腳踏實 腳踏實地
自以為	自以為 自以為是
自作自	自作自 自作自受
自力更	自力更 自力更生
自吹自	自吹自 自吹自擂
自始至	自始至 自始至終
自己心	自己心 自己心歡
自強不	自強不 自強不息
自欺欺	自欺欺 自欺欺人
自由自	自由自 自由自在
自相矛	自相矛 自相矛盾
自私自	自私自 自私自利
自言自	自言自 自言自語
